CODE_ISIN;PLACE_DE_COTATION;CATEGORIE;ORGANISME;PRODUIT;STOCK;DATE_COURS;VALEUR_LIQUIDATIVE;CONTRE_VALEUR_EN_EUROS
XS1153372542;PARIS;EMT;BNPCIB;U570;549.85;31/12/2019;1230.3;676480.71
FR0010156604;PARIS;OPC;AMUNDI;U570;683.26;31/12/2019;248.1;169515.86
FR0010058008;PARIS;OPC;DNCA;U570;617.57;31/12/2019;244.34;150898.14
IE0030016350;BOURSE DE PARIS;OPC;BARIFM;U570;462.55;31/12/2019;19.28;8917.96
LU0197230542;PARIS;OPC;FILFU;U571;635.11;31/12/2019;54.52;34626.17
LU0171289571;PARIS;OPC;BLACK;U571;77.94;31/12/2019;63.87;4978.23
LU0171290074;PARIS;OPC;BLACK;U571;125.38;31/12/2019;8.69;1089.58
FRPIERREPRIV;PARIS;SCP;LAFREM;U573;15.29;31/12/2019;788.56;12060.43
FR0000172041;PARIS;OPC;AXAIMP;U579;13.82;31/12/2019;614.89;8497.99
FR0000295230;PARIS;OPC;COMGES;U579;48.17;31/12/2019;181.69;8752.9
FR0010058529;PARIS;OPC;NATIIM;U579;6.68;31/12/2019;1239.15;8275.63
FR0010738120;PARIS;OPC;SYCOMO;U579;1.79;31/12/2019;1440.05;2583.5
FR0010028605;PARIS;OPC;OFI;U579;214.43;31/12/2019;142.13;30476.81
LU0823399810;PARIS;OPC;BNPPIP;C295;195.51;31/12/2019;236.75;46286.71
LU0823394852;PARIS;OPC;BNPPIP;C295;94.09;31/12/2019;158.59;14921.67
FR0010286013;PARIS;OPC;AMIRAL;C639;12750.67;31/12/2019;452.26;5766618.9
LU0370787193;PARIS;OPC;FIDELI;C639;994.03;31/12/2019;33.06;32862.61
FR0010149120;PARIS;OPC;CARM;C639;1644.37;31/12/2019;1759.39;2893094.29
LU1100077442;PARIS;OPC;ROUASS;C639;7437.54;31/12/2019;58.89;437996.53
LU0164455502;PARIS;OPC;CARM;C639;39.12;31/12/2019;291.6;11405.97
LU0340555134;PARIS;OPC;PICTET;C639;1233.67;31/12/2019;308.86;381030.04
LU0064319337;PARIS;OPC;NORIF;C639;1568.67;31/12/2019;62.11;97430.06
LU0323243989;PARIS;OPC;DEGIL;C639;310.38;31/12/2019;33.2;10304.6
FR0011236629;PARIS;OPC;SANSO;C639;3.88;31/12/2019;154.01;597.96
FR0010330902;PARIS;OPC;ECHIQ;C639;652.77;31/12/2019;318.59;207967.39
FR0013220605;PARIS;OPC;SPPI;C639;323.24;31/12/2019;108.19;34971.22
FR0010177998;PARIS;OPC;EDRAM;C639;18.04;31/12/2019;457.55;8255.05
FR0013368057;PARIS;EMT;SGISAD;C639;19.7;31/12/2019;1070.6;21088.04
FR0010330258;PARIS;OPC;CPRASM;C639;0.95;31/12/2019;4638.01;4398.25
XS2043857189;PARIS;EMT;GOLDSI;C639;368.57;31/12/2019;1013.92;373696.79
FR0013293842;PARIS;EMT;NATIIM;C639;17.01;31/12/2019;1020.29;17358.36
FR0013331022;PARIS;OPC;SYCOMO;C639;51.37;31/12/2019;99.6;5116.83
LU0248849613;PARIS;OPC;LEMANI;C639;207.26;31/12/2019;125.14;25936.82
LU0185496469;PARIS;OPC;OFI;C639;280.85;31/12/2019;83.72;23512.49
FR0010147603;PARIS;OPC;CARM;C639;1.08;31/12/2019;234.46;253.6
LU0227384020;PARIS;OPC;NORIF;C642;116141.86;31/12/2019;17.1;1986025.82
FR0011066802;PARIS;OPI;AMUIMM;C642;11050.25;31/12/2019;122.36;1352108.7
FR0000994667;PARIS;OPC;CQUAMF;C642;7353.67;31/12/2019;26.88;197666.74
FR0010250134;PARIS;OPC;CQUAMF;C642;631.91;31/12/2019;168.5;106476.05
FR0013391992;PARIS;EMT;MOSTPL;C642;21.89;31/12/2019;1031.7;22582.37
FR0000299356;PARIS;OPC;LAZAR;C642;4314.41;31/12/2019;202.32;872890.8
LU0210532015;PARIS;OPC;JPMORG;C642;1306.22;31/12/2019;52.22;68210.97
FR0010591149;PARIS;OPC;MONTB;C642;8332.2;31/12/2019;9.53;79405.82
FR0013281375;PARIS;EMT;NATIIM;C642;553.71;31/12/2019;1022.24;566027.38
FR0013260262;PARIS;OPI;SOFIDY;C642;4222.54;31/12/2019;108.42;457807.96
IE0004766675;PARIS;OPC;COMGES;C642;1872.86;31/12/2019;29.33;54930.86
FR0012158848;PARIS;OPC;TURGOT;C642;82.45;31/12/2019;120;9893.92
LU1992126992;PARIS;OPC;ALGIGM;C642;220.81;31/12/2019;99.95;22070.2
FR0010113894;PARIS;OPC;GENERA;C642;293.53;31/12/2019;148.88;43700.5
FR0010588335;PARIS;OPC;WISEAM;C642;491.58;31/12/2019;98.91;48622.58
FR0007078811;PARIS;OPC;METROP;C642;40.13;31/12/2019;598.65;24021.17
FR0007052782;PARIS;ETF;LYXOR;C642;226.34;31/12/2019;58.44;13227.08
FR0010697482;PARIS;OPC;ROTCIE;C642;80.27;31/12/2019;131.17;10529.15
FR0011885797;PARIS;OPC;ROAME;C676;706.47;31/12/2019;156.3;110420.8
FR0007085691;PARIS;OPC;SANSO;C676;15.07;31/12/2019;1733.07;26109.15
FR0010547067;PARIS;OPC;TOCQU;C676;105.17;31/12/2019;233.94;24602.93
FR0010561415;PARIS;OPC;AMILTO;C676;206.88;31/12/2019;277.33;57374.89
LU0347711466;PARIS;OPC;BNPPIP;C676;149.72;31/12/2019;222.67;33338.14
FR0007050190;PARIS;OPC;DNCA;C678;1724.83;31/12/2019;118.77;204857.66
FR0000980427;PARIS;OPC;KERF;C678;13.06;31/12/2019;2042.41;26666.79
FR0010452037;PARIS;OPC;INVEST;C678;2.06;31/12/2019;1484.55;3056.2
FR0010149211;PARIS;OPC;CARM;C678;134.99;31/12/2019;217.66;29381.75
BE0943877671;PARIS;OPC;PETER;C690;187.23;31/12/2019;88.93;16650.32
LU0272941971;PARIS;OPC;AMUNDI;C690;166.7;31/12/2019;100.35;16728.74
FR0010315770;PARIS;ETF;LYXOR;C690;80.97;31/12/2019;206.95;16756.14
FR0000973968;PARIS;OPC;LAFRA;C690;0.21;31/12/2019;1680.23;346.06
LU1100077442;PARIS;OPC;ROUASS;C690;52.92;31/12/2019;58.89;3116.68
FR0000172041;PARIS;OPC;AXAIMP;C690;22.8;31/12/2019;614.89;14019.7
LU1379104208;PARIS;OPC;CLARES;C690;543.16;31/12/2019;168.52;91533.55
FR0013368859;PARIS;EMT;SGDSIS;C690;34.68;31/12/2019;1059.2;36737.33
FR0013388030;PARIS;EMT;SGINVB;C690;19.87;31/12/2019;1044.4;20752.15
LU1103293855;PARIS;OPC;EDROAS;C778;1436.44;31/12/2019;185.12;265914.27
FR0000292278;PARIS;OPC;COMGES;C778;38867.72;31/12/2019;24.91;968194.79
FR0010058008;PARIS;OPC;DNCA;C778;513.4;31/12/2019;244.34;125444.95
LU1004132566;PARIS;OPC;INV MA;C778;27141.95;31/12/2019;10.66;289333.23
FR0011142199;PARIS;OPC;TURGOT;C778;930.9;31/12/2019;119.28;111037.21
FR0007046123;PARIS;OPC;FUNDQS;C824;4263.03;31/12/2019;219.73;936715.7
FR0010076547;PARIS;OPC;BNPPAM;F656;11533.12;31/12/2019;31.41;362255.23
LU0823397368;PARIS;OPC;BNPPIP;F656;301.97;31/12/2019;733.96;221630.67
FR0011360700;PARIS;OPC;ECHIQ;F758;286.8;31/12/2019;171.28;49123.46
LU0823394852;PARIS;OPC;BNPPIP;F758;44.99;31/12/2019;158.59;7135.35
FR0010086520;PARIS;OPC;FINCHA;F758;69.25;31/12/2019;98.9;6848.8
FR0010209916;PARIS;OPC;BNPPAM;F759;7.78;31/12/2019;23240.31;180731.13
FR0010135103;PARIS;OPC;CARM;F759;39.07;31/12/2019;637.19;24894.82
LU0823417810;PARIS;OPC;BNPPIP;F759;284.67;31/12/2019;95.97;27319.78
FR0010321810;PARIS;OPC;ECHIQ;P644;148.36;31/12/2019;413.08;61285.61
LU1876460905;PARIS;OPC;AXIOM;P644;48.48;31/12/2019;1850.62;89726.05
LU0212178916;PARIS;OPC;BNPAML;S296;9.46;31/12/2019;255.14;2414.05
FR0010547067;PARIS;OPC;TOCQU;S643;804.64;31/12/2019;233.94;188236.5
FR0010209916;PARIS;OPC;BNPPAM;S645;103.07;31/12/2019;23240.31;2395477.38
LU0996172093;PARIS;OPC;AMUNDI;S645;229.86;31/12/2019;96.72;22232.11
FR0010810507;PARIS;OPI;LAFAM;S645;8.63;31/12/2019;87966.43;759202.81
IE00BQ3D6V05;PARIS;OPC;COMGES;S645;689.6;31/12/2019;55.88;38534.85
LU0386882277;PARIS;OPC;PICTFU;S645;98.31;31/12/2019;274.86;27022
FR0010201699;PARIS;OPC;NATIIM;S645;2.44;31/12/2019;5360.5;13056.07
LU0956453996;PARIS;OPC;SSGAF;S645;2019.48;31/12/2019;11.71;23648.07
FR0007026448;PARIS;OPC;BNPPAM;S675;1351.42;31/12/2019;290.23;392223.52
FR0010148999;PARIS;OPC;CARM;S675;0.37;31/12/2019;234.63;86.86
FR0010058008;PARIS;OPC;DNCA;S675;94.14;31/12/2019;244.34;23001.56
FR0010546929;PARIS;OPC;TOCQU;S675;212.05;31/12/2019;24.19;5129.57
LU1303940784;PARIS;OPC;MANDAR;S677;14.24;31/12/2019;19.88;283.03
FR0000299356;PARIS;OPC;LAZAR;S677;36.37;31/12/2019;202.32;7357.51
FR0010321810;PARIS;OPC;ECHIQ;S679;48.07;31/12/2019;413.08;19855.93
LU0093503141;PARIS;OPC;BLACK;S679;470.71;31/12/2019;27.99;13175.14
FR0010097683;PARIS;OPC;CPRASM;S777;93.72;31/12/2019;474.11;44433.31
LU0340554913;PARIS;OPC;PICTFU;U560;324.2;31/12/2019;351.87;114074.97
FR0011556828;PARIS;OPC;AMUNDI;U560;18.7;31/12/2019;746.2;13955.38
LU0935220870;PARIS;OPC;NATIIM;U560;8.98;31/12/2019;116.16;1043.36
FR0010321828;PARIS;OPC;ECHIQ;U560;93.88;31/12/2019;293.85;27587.04
FR0010565515;PARIS;OPC;TOCQU;U560;35.15;31/12/2019;127.72;4489.69
FR0010434019;PARIS;OPC;ECHIQ;U569;28.28;31/12/2019;877.75;24823.07
FR0010611293;PARIS;OPC;ECHIQ;U570;241.38;31/12/2019;1626.86;392699.49
FR0011261197;PARIS;OPC;ROTHS;U570;34.84;31/12/2019;2118.68;73821.69
LU0051759099;PARIS;OPC;JPMORG;U570;205.49;31/12/2019;44.07;9056.09
FR0010149211;PARIS;OPC;CARM;U570;189.81;31/12/2019;217.66;41313.86
FR0010330902;PARIS;OPC;ECHIQ;U570;33.54;31/12/2019;318.59;10684.38
FR0007025523;PARIS;OPC;ROAME;U570;22.32;31/12/2019;30.37;677.97
LU0922334643;PARIS;OPC;FILLSA;U570;107.15;31/12/2019;17.88;1915.89
GB0030932676;PARIS;OPC;MGI;U571;64.46;31/12/2019;38.59;2487.63
LU0261959422;LUXEMBOURG;OPC;FILIML;U571;1.38;31/12/2019;29.83;41.07
FR0011556828;PARIS;OPC;AMUNDI;U573;0.94;31/12/2019;746.2;699.18
FR0007085691;PARIS;OPC;SANSO;U573;0.4;31/12/2019;1733.07;693.26
FR0010011171;PARIS;OPC;AXAIMP;U579;207.49;31/12/2019;42.38;8793.23
FR0010557967;PARIS;OPC;DORVAL;U579;201.69;31/12/2019;139.48;28131.36
FR0010363366;PARIS;OPC;SYCOMO;U579;55.35;31/12/2019;346.7;19190.22
LU1920356513;PARIS;OPC;BNPPAM;C295;717.62;31/12/2019;103.06;73958.28
FR0010143545;PARIS;OPC;HSBCAM;C295;54.37;31/12/2019;862.2;46878.33
FR0010209916;PARIS;OPC;BNPPAM;C639;359.18;31/12/2019;23240.31;8347558.27
LU0592699093;PARIS;OPC;CARM;C639;741.54;31/12/2019;115.07;85328.87
FR0010111732;PARIS;OPC;SYCOMO;C639;247.68;31/12/2019;517.58;128192.06
FR0013216728;PARIS;OPC;FINCIT;C639;14.38;31/12/2019;1140.43;16397.03
XS1728078798;PARIS;EMT;GOLDSI;C639;547.48;31/12/2019;901.59;493603.41
FR0010109165;PARIS;OPC;ODDO;C639;1997.16;31/12/2019;196.68;392802.07
FR0007072160;PARIS;OPC;TRUSFI;C639;6040.11;31/12/2019;159.31;962249.43
FR0010915454;PARIS;OPC;UZESGE;C639;107.96;31/12/2019;101.03;10907.28
IE00B4Z6HC18;PARIS;OPC;BNYMEL;C639;134894.56;31/12/2019;1.36;183456.6
FR0013219243;PARIS;OPC;EDROAS;C639;198.73;31/12/2019;102;20270.16
LU1876460905;PARIS;OPC;AXIOM;C639;90.49;31/12/2019;1850.62;167461.15
FR0013326568;PARIS;EMT;SGISAD;C639;108.03;31/12/2019;1012.8;109408.99
LU0212178916;PARIS;OPC;BNPAML;C639;235.73;31/12/2019;255.14;60144.57
FR0007028824;PARIS;OPC;AESOGP;C639;155.01;31/12/2019;400.46;62073.45
XS1863249865;PARIS;EMT;CRSLB;C639;95.73;31/12/2019;997.2;95463.58
FR0013279544;PARIS;EMT;MORGST;C639;7.81;31/12/2019;1133.6;8854.5
FR0010032326;PARIS;OPC;ALGIGM;C639;240.81;31/12/2019;330.2;79514.9
DE000A2JJ1W5;PARIS;OPC;ODDO A;C639;1193.2;30/12/2019;107.16;127863.77
LU1969742029;PARIS;OPF;FRKALT;C639;331.35;31/12/2019;106.42;35262.78
FR0013433505;PARIS;OPC;ECHIQ;C639;140.77;31/12/2019;102.99;14497.42
FR0007035159;PARIS;OPC;PREVOI;C642;863.25;31/12/2019;365;315085.38
FR0007051040;PARIS;OPC;DNCA;C642;28024.87;31/12/2019;387.49;10859358.37
FR0010792457;PARIS;OPC;AXA;C642;573.42;31/12/2019;594.35;340814.88
FR0010308825;PARIS;OPC;SLAM;C642;7917.89;31/12/2019;166.99;1322209.15
FR0013186509;PARIS;OPC;ECOFI;C642;586.98;31/12/2019;158.2;92860.02
FR0011268705;PARIS;OPC;GEMWAY;C642;2819.92;31/12/2019;177.59;500789.83
FRSG00010J13;PARIS;EMT;SGINVB;C642;888.37;31/12/2019;1002.7;890768.08
LU0434928536;PARIS;OPC;ROBL;C642;251.35;31/12/2019;432.91;108813.92
FR0010588343;PARIS;OPC;EDRAM;C642;4476.31;31/12/2019;364.84;1633136.23
LU0131719634;PARIS;OPC;PICTET;C642;89.7;31/12/2019;383.95;34438.91
LU0336084032;PARIS;OPC;CARM;C642;16.73;31/12/2019;1192.12;19949.23
FR0010592022;PARIS;OPC;ECOFI;C642;1584.82;31/12/2019;95.52;151381.87
FR0011101088;PARIS;OPC;PHILIP;C642;187.05;31/12/2019;163.24;30534.82
FR0011170182;PARIS;OPC;OFI;C642;17.38;31/12/2019;726.52;12626.34
LU0880062913;PARIS;OPC;JPMORG;C642;264.33;31/12/2019;205.66;54363.09
LU0050427557;PARIS;OPC;FIDELI;C642;829.99;31/12/2019;33.9;28136.59
FR0010738153;PARIS;OPC;OTEA;C642;97.55;31/12/2019;203.33;19835.7
LU0907913460;PARIS;OPC;AMUNLU;C642;62.1;31/12/2019;730.04;45334.25
LU1373288288;PARIS;OPC;TWENTY;C642;301.6;31/12/2019;122.67;36997.84
SE0000777724;PARIS;OPC;EASTCA;C642;3022.67;31/12/2019;6.96;21037.77
LU0890597635;PARIS;OPC;JPMORG;C642;56.21;31/12/2019;89.95;5056.29
FR0007043781;PARIS;OPC;OFI;C642;7.33;31/12/2019;443.06;3246.04
FR0013139292;PARIS;OPC;SANSO;C642;12.72;31/12/2019;975.89;12415.01
FR0013453495;PARIS;EMT;GOLDSI;C642;24.41;31/12/2019;1000;24409.82
LU0093503141;PARIS;OPC;BLACK;C642;247.18;31/12/2019;27.99;6918.45
FR0013442274;PARIS;EMT;CRSUAG;C642;20.91;31/12/2019;994.6;20792.32
LU1582988058;PARIS;OPC;MGSECU;C676;13128.17;31/12/2019;9.71;127474.56
LU0069452877;PARIS;OPC;FIDELI;C676;5191;31/12/2019;9.14;47445.74
FR0007075155;PARIS;OPC;ROTCIE;C676;27.3;31/12/2019;79.35;2166.43
FR0010611293;PARIS;OPC;ECHIQ;C676;1.06;31/12/2019;1626.86;1723.51
FR0011175199;PARIS;OPC;SANSO;C676;80.29;27/12/2019;128.48;10315.76
FR0010687053;PARIS;OPC;DORVAL;C678;160.68;31/12/2019;152.5;24503.27
LU0050427557;PARIS;OPC;FIDELI;C678;151.7;31/12/2019;33.9;5142.74
FR0010137166;PARIS;OPC;BNPPAM;C678;15.26;31/12/2019;246.16;3755.43
IE00BYNJF397;PARIS;OPC;H2OAML;C678;97.14;31/12/2019;95.33;9260
LU0592699093;PARIS;OPC;CARM;C678;206.14;31/12/2019;115.07;23720.92
FR0010501296;PARIS;OPC;LAFINT;C678;1704.27;31/12/2019;17.11;29160.03
LU0203033955;PARIS;OPC;LGAIA;C678;91.34;31/12/2019;150.56;13751.48
LU1161527038;PARIS;OPC;EDROED;C690;476.23;31/12/2019;219.55;104555.41
LU0260869739;PARIS;OPC;FRANKF;C690;3250.97;31/12/2019;17.45;56729.5
LU0434928536;PARIS;OPC;ROBL;C690;21.73;31/12/2019;432.91;9408.49
FR0010209916;PARIS;OPC;BNPPAM;C690;99.14;31/12/2019;23240.31;2304036.87
FRSG00010A53;PARIS;EMT;SGINVB;C690;81.85;31/12/2019;1035.2;84732.38
IE00BKWQ0M75;PARIS;ETF;SSGAF;C690;40.56;31/12/2019;255.5;10364.3
FR0013420999;PARIS;EMT;SGINVB;C690;5.69;31/12/2019;1041.6;5924.42
LU0302446991;PARIS;OPC;SCHRO;C690;316.99;31/12/2019;18.29;5797.74
FR0007071378;PARIS;OPC;ALIENO;C690;14.46;31/12/2019;145.88;2109.45
FR0010923375;PARIS;OPC;H20;C690;1227.8;31/12/2019;523.99;643356.69
FR0011142199;PARIS;OPC;TURGOT;C690;62.11;31/12/2019;119.28;7408.18
LU0080749848;PARIS;OPC;FILFU;C690;2987.12;31/12/2019;12.76;38115.65
LU0747343910;PARIS;OPC;OAM;C690;18.49;31/12/2019;211.29;3907.04
XS1866724377;PARIS;EMT;GOLDSI;C690;2.97;31/12/2019;1016.4;3018.65
FR0012299238;PARIS;OPC;TAILOR;C690;3.14;31/12/2019;97.87;307.44
FR0010588343;PARIS;OPC;EDRAM;C778;1909.07;31/12/2019;364.84;696504.95
FR0010097667;PARIS;OPC;CPRASM;C778;2106.32;31/12/2019;331.42;698076.81
FR0010996629;PARIS;OPC;SUNNNY;C778;5547.51;31/12/2019;131.73;730773.48
FR0007494786;PARIS;OPC;GENERA;C778;1.13;31/12/2019;4228.36;4790.02
FREUROVALYS1;PARIS;SCP;ADREIM;C850;20.65;31/12/2019;895.2;18484.11
FR0007045737;PARIS;OPC;RICHEL;C973;36.63;31/12/2019;226.68;8303.55
FR0010668145;PARIS;OPC;BNPPAM;F657;64.98;31/12/2019;439.21;28539.86
LU0212178916;PARIS;OPC;BNPAML;F659;40.14;31/12/2019;255.14;10240.48
FR0010135103;PARIS;OPC;CARM;F758;85.55;31/12/2019;637.19;54508.97
LU0156331158;PARIS;OPC;HPBL;S296;22.41;31/12/2019;38.86;870.85
FR0000994667;PARIS;OPC;CQUAMF;S643;38356.58;31/12/2019;26.88;1031024.8
FR0011594134;PARIS;OPC;BNPPAM;S643;7312.92;31/12/2019;33.25;243154.52
FR0013193679;PARIS;OPF;ALTARO;S643;99.88;31/12/2019;104.04;10391.7
FR0010117093;PARIS;OPC;SYCOMO;S645;3.78;31/12/2019;403.25;1522.76
LU0069450822;PARIS;OPC;FIDELI;S645;14298.98;31/12/2019;9.91;141702.89
LU1240329380;PARIS;OPC;INV MA;S645;134.7;31/12/2019;71.13;9581.54
FR0013393295;PARIS;OPC;H20;S645;153.88;31/12/2019;111.53;17162.37
LU0172157363;PARIS;OPC;BRI;S645;217.25;31/12/2019;32.72;7108.44
LU0370787193;PARIS;OPC;FIDELI;S645;49.05;31/12/2019;33.06;1621.62
FR0010466128;PARIS;OPC;ACTAM;S645;349.9;31/12/2019;16.28;5696.38
FR0000295230;PARIS;OPC;COMGES;S645;13.16;31/12/2019;181.69;2390.74
FREPFONCIERE;PARIS;SCP;LAFREM;S675;18.75;31/12/2019;768.45;14410.39
FR0000008674;PARIS;OPC;FIDELI;S675;112.03;31/12/2019;59.84;6703.91
FR0010149203;PARIS;OPC;CARM;S675;54.92;31/12/2019;188.73;10365.11
LU1082942308;PARIS;OPC;EDROAS;S675;112.69;31/12/2019;203.89;22975.86
LU0196696966;PARIS;OPC;HPBL;S675;193.41;31/12/2019;21.71;4198.94
FR0010306142;PARIS;OPC;CARM;S677;166.58;31/12/2019;156.97;26147.58
FR0010298596;PARIS;OPC;MONAM;S679;115.37;31/12/2019;292.93;33795.12
FR0000994667;PARIS;OPC;CQUAMF;S777;3285.82;31/12/2019;26.88;88322.78
FR0010147603;PARIS;OPC;CARM;S777;277.56;31/12/2019;234.46;65075.79
FR0010983924;PARIS;OPC;EDRAM;S777;41.42;31/12/2019;171.86;7119.14
LU1670710075;PARIS;OPC;MGI;U560;1780.36;31/12/2019;10.93;19459.38
LU0171301533;PARIS;OPC;BLACK;U560;1479.93;31/12/2019;14.62;21636.57
FR0010041822;PARIS;OPC;EDRAM;U560;180.16;31/12/2019;226.58;40819.66
FR0011319664;PARIS;OPC;TRECEN;U560;11.31;31/12/2019;1925.76;21774.97
FR0010859769;BOURSE DE PARIS;OPC;ECHIQ;U569;22.13;31/12/2019;286.47;6338.93
FR0010858498;PARIS;OPC;LAZAR;U570;123.38;31/12/2019;421.47;51999.48
FR0011640887;PARIS;OPC;ERAGES;U570;662.92;31/12/2019;191.78;127134.54
FR0007062567;PARIS;OPC;AXAIM;U570;281.97;31/12/2019;466.92;131658.11
FR0010321810;PARIS;OPC;ECHIQ;U570;216.03;31/12/2019;413.08;89237.86
LU0261951528;LUXEMBOURG;OPC;FILIML;U570;1278.37;31/12/2019;25.11;32099.75
FR0007009139;PARIS;OPC;ROTCIE;U570;18.15;31/12/2019;281.58;5110.33
IE0004868604;PARIS;OPC;BARIFM;U570;176.02;31/12/2019;89.58;15767.9
FR0010738120;PARIS;OPC;SYCOMO;U570;39.73;31/12/2019;1440.05;57210.95
FR0010363366;PARIS;OPC;SYCOMO;U570;188.88;31/12/2019;346.7;65484.19
AT0000497268;PARIS;OPC;RAIFF;U570;9.93;31/12/2019;281.3;2794.22
DE000A2JJ1W5;PARIS;OPC;ODDO A;U570;9.6;30/12/2019;107.16;1028.59
LU0170475155;LUXEMBOURG;OPC;FRANKT;U570;41.95;31/12/2019;13.04;547.08
LU0327689542;PARIS;OPC;AXAFUN;U570;2.8;31/12/2019;142.1;397.76
FR0013393451;PARIS;EMT;NATIIM;U570;120.43;31/12/2019;1029.14;123936.58
FR0010638502;PARIS;EMT;SGGEST;U571;1.11;31/12/2019;1524.9;1698.34
FR0011261197;PARIS;OPC;ROTHS;U571;0.42;31/12/2019;2118.68;895.16
FR0007023692;PARIS;OPC;EDRAM;U571;2.3;31/12/2019;285.85;658.13
FR0010156604;PARIS;OPC;AMUNDI;U579;125.44;31/12/2019;248.1;31122.3
FR0010083634;PARIS;OPC;DOMFIN;U579;1.92;31/12/2019;1986.79;3815.17
FR0010363366;PARIS;OPC;SYCOMO;C639;672.33;31/12/2019;346.7;233095.84
FR0010585281;PARIS;OPC;FINRES;C639;32.84;31/12/2019;110.55;3630.96
FR0010594309;PARIS;OPC;EDRAM;C639;199.44;31/12/2019;182.76;36449.9
FR0011513522;PARIS;OPC;FINARC;C639;1610.97;31/12/2019;105.67;170230.72
FR0011008762;PARIS;OPC;H2OAML;C639;658.41;31/12/2019;325.88;214561.46
FR0013333838;PARIS;OPC;DORVAL;C639;423.06;31/12/2019;100.96;42712.36
FR0013459344;PARIS;EMT;BNPIBV;C639;1395.42;31/12/2019;1000;1395421.47
FR0010143545;PARIS;OPC;HSBCAM;C639;38.01;31/12/2019;862.2;32772.97
FR0007085808;PARIS;OPC;METROP;C639;32.25;31/12/2019;449.65;14499.46
FR0010361667;PARIS;OPC;FLORN;C639;140.11;31/12/2019;143.62;20122.05
FR0007390174;PARIS;OPC;CM-CIC;C639;1527.36;31/12/2019;30.42;46462.4
LU0115773425;PARIS;OPC;FIDELI;C639;5134.83;31/12/2019;28.45;146085.91
FR0013435815;PARIS;EMT;SGINVB;C639;145.05;31/12/2019;1051.3;152487.21
FR0000978587;PARIS;OPC;OFI;C639;84.01;31/12/2019;416.45;34984.14
FR0013219722;PARIS;OPI;SLAM;C639;152.05;31/12/2019;1143.4;173849.87
FR0000422842;PARIS;OPC;ARBEVE;C639;5.92;31/12/2019;480.04;2842.82
LU1892829828;PARIS;OPC;FIDELI;C639;2475.39;31/12/2019;12.29;30422.56
FR0010813329;PARIS;OPC;SANSO;C642;2479.2;31/12/2019;111.64;276778.14
LU1161527038;PARIS;OPC;EDROED;C642;3840.81;31/12/2019;219.55;843249.79
FR0010983924;PARIS;OPC;EDRAM;C642;1012.88;31/12/2019;171.86;174073.13
FR0011653500;PARIS;OPC;TALENC;C642;56.89;31/12/2019;161.49;9186.39
LU0390221256;PARIS;OPC;MAINAM;C642;541.94;31/12/2019;224.71;121779.87
LU1012219207;PARIS;OPC;LAFAIS;C642;140.53;31/12/2019;1054.38;148169.09
LU1670720033;PARIS;OPC;MGI;C642;27787.15;31/12/2019;13.93;387075.04
FR0011169341;PARIS;OPC;SYCOMO;C642;684.98;31/12/2019;364.1;249402.06
LU0243958393;PARIS;OPC;INV MA;C642;960.19;31/12/2019;18.27;17542.64
LU1730854608;PARIS;OPC;EDROAS;C642;488.62;31/12/2019;446.93;218380
FR0000447039;PARIS;OPC;AXA;C642;3731.39;31/12/2019;96.14;358736.24
FR0011845650;PARIS;OPC;TAILOR;C642;200.14;31/12/2019;120.27;24070.28
FR0010834390;PARIS;OPC;LAFAM;C642;135.36;31/12/2019;134.2;18165.27
LU0949250376;PARIS;OPC;FRATIS;C642;1987.81;31/12/2019;13.23;26298.79
LU0772944145;PARIS;OPC;NORIF;C642;378.84;31/12/2019;179.53;68013.87
FR0000004970;PARIS;OPC;ECOFI;C642;208.44;31/12/2019;80.03;16681.46
LU0868490383;PARIS;OPC;AXAFUN;C642;70.36;31/12/2019;209.49;14740.69
LU0048579097;PARIS;OPC;FIDELI;C642;2270.31;31/12/2019;14.1;32011.43
LU0327690391;PARIS;OPC;AXAFUN;C642;96.14;31/12/2019;129.21;12422.05
LU2025504361;PARIS;OPC;CLARES;C642;233.76;31/12/2019;294.1;68747.81
LU0504465815;PARIS;OPC;HENDIN;C642;52.46;31/12/2019;19.3;1012.44
FR0011261197;PARIS;OPC;ROTHS;C676;137.74;31/12/2019;2118.68;291833.31
FR0010871830;PARIS;OPC;MONAM;C676;1019.61;31/12/2019;143.97;146793.92
FR0011073774;PARIS;OPC;JOLOIN;C676;6.07;31/12/2019;1007.04;6112.67
FR0013173374;PARIS;OPC;ATHYMI;C676;217.88;31/12/2019;133.63;29115.15
FR0011511773;PARIS;OPC;INVEST;C676;83.53;31/12/2019;173.64;14504.34
FR0010983924;PARIS;OPC;EDRAM;C678;133.58;31/12/2019;171.86;22956.62
FR0010306142;PARIS;OPC;CARM;C678;5662.97;31/12/2019;156.97;888916.39
FR0010640029;PARIS;OPC;SANSO;C678;144.51;31/12/2019;138.69;20041.53
FR0011668730;PARIS;OPC;AMILTO;C678;678.86;31/12/2019;122.01;82827.48
FR0010614594;PARIS;OPC;ROTHS;C678;462.9;31/12/2019;288.49;133540.83
FR0013173374;PARIS;OPC;ATHYMI;C678;75.66;31/12/2019;133.63;10109.91
LU0340555134;PARIS;OPC;PICTET;C690;502.89;31/12/2019;308.86;155321.54
LU1038895451;PARIS;OPC;FILLSA;C690;2080.29;31/12/2019;17.29;35968.18
