FR0010177899;1339.72;1342.0;advanced condition failed
FR0013173374;3029.85;3033.0;advanced condition failed
FR0000981458;325.83;543.67;advanced condition failed
LU0279509144;19.39;20.0;advanced condition failed
FR0011499599;1213.36;1214.0;advanced condition failed
FR0013418167;918.34;921000.0;advanced condition failed
FR0010058008;13578.77;26151.79;advanced condition failed
LU1103305709;1011.73;1012.0;advanced condition failed
FR0010458745;1790.12;1793.0;advanced condition failed
FR0013407145;137.02;139000.0;advanced condition failed
FR0007480629;446.61;449.0;advanced condition failed
XS1209158358;493.71;447000.0;advanced condition failed
FR0010638502;14.17;1000.0;advanced condition failed
LU0607983896;3618.05;3626.0;advanced condition failed
LU1829348447;289727.56;304954.88;advanced condition failed
FR0011530948;5248.94;5245.0;advanced condition failed
IE0031069275;293.08;294.31;advanced condition failed
LU1159236501;11739.45;11753.77;advanced condition failed
LU0909060385;2259.76;2260.0;advanced condition failed
LU1366208194;1484.54;1495.0;advanced condition failed
LU1883873066;2955.86;2923.0;advanced condition failed
LU1214486299;8.91;9.434;advanced condition failed
LU1379103903;192.35;193.0;advanced condition failed
LU1244893696;5454.3;5430.0;advanced condition failed
LU0283511359;472.15;473.0;advanced condition failed
LU0170473374;22114.0;22140.0;advanced condition failed
FR0011585520;3976.16;3958.0;advanced condition failed
LU0432979614;267.87;270.0;advanced condition failed
FR0010752543;415.13;416.0;advanced condition failed
LU1956132143;18.06;128.324;advanced condition failed
FR0013442274;192.54;172000.0;advanced condition failed
LU0935222900;2087.51;2101.0;advanced condition failed
LU1209226023;19.18;19.0;advanced condition failed
FR0013400967;939.17;942000.0;advanced condition failed
FR0007075155;266.31;967.5;advanced condition failed
FR0013294469;767.35;613000.0;advanced condition failed
FR0011205459;9.61;9.0;advanced condition failed
FR0013253952;544.28;547000.0;advanced condition failed
FR0010212670;66.61;65.0;advanced condition failed
FR0011891498;2.7;3.0;advanced condition failed
FR0007078688;163.15;165.0;advanced condition failed
FR0011513563;29520.16;28736.0;advanced condition failed
LU0327689542;2.8;9.65;advanced condition failed
LU0187076913;158.33;160.0;advanced condition failed
LU0248849613;207.26;207.0;advanced condition failed
FR0013262862;63.1;65000.0;advanced condition failed
LU0340554913;368.49;372.0;advanced condition failed
FR0013378932;42.11;43000.0;advanced condition failed
FR0013328283;72.9;74000.0;advanced condition failed
FR0000975617;147.36;143.0;advanced condition failed
FR0013385234;94.03;94000.0;advanced condition failed
FR0010097683;7319.72;11879.8;advanced condition failed
FR0011510064;29762.75;29902.0;advanced condition failed
FR0013262870;145.34;146000.0;advanced condition failed
LU1730854608;1282.69;10492.228;advanced condition failed
FR0011445378;5.2;5.0;advanced condition failed
BE6213829094;26.28;26.0;advanced condition failed
FR0010086520;2125.89;2105.662;advanced condition failed
FR0012417350;1281.91;1281.0;advanced condition failed
LU0490786174;57264.84;59132.0;advanced condition failed
FRSG000107T0;1010.34;1014000.0;advanced condition failed
IE0005315449;3347.23;3347.0;advanced condition failed
FR0013173416;6335.82;6283.221;advanced condition failed
FR0010772129;19751.7;19758.0;advanced condition failed
FR0010707513;1020.76;1018.589;advanced condition failed
LU0164882085;298.64;294.5041;advanced condition failed
FR0010097667;12888.9;18553.0;advanced condition failed
LU0069450822;122314.37;122862.0;advanced condition failed
FR0011308220;83.5;90.0;advanced condition failed
LU0140362889;4.99;14.23;advanced condition failed
LU0128470845;1329.57;1289.0;advanced condition failed
FR0013420999;146.3;147000.0;advanced condition failed
LU1876460905;791.68;1012.0;advanced condition failed
FR0000124141;477.14;479.0;advanced condition failed
FR0000988503;179.24;182.7;advanced condition failed
FR0010032326;988.45;999.0;advanced condition failed
LU0048578792;11314.53;173153.66;advanced condition failed
CH0012214059;684.23;694.0;advanced condition failed
FR0013220621;124.9;127.0;advanced condition failed
FR0011513522;1838.67;1905.0;advanced condition failed
FR0010262436;88.61;88.0;advanced condition failed
FR0013419512;446.07;446000.0;advanced condition failed
FR0012020741;2255.52;2258.0;advanced condition failed
